pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s,x_fix,y_fix
53,1,2,66.0,66.21787,66.43575,0.43575,1006.25,232.9
53,1,1,66.4795,66.895,67.3105,0.831,432.9,200.5
53,1,4,67.35325,67.67663,68.0,0.64675,325.42033,822.26641
53,1,4,68.0,68.01087,68.02175,0.02175,325.42033,822.26641
53,1,5,68.06025,68.223,68.38575,0.3255,920.55,828.1
53,1,5,68.401,68.693,68.985,0.584,893.7,759.95
53,1,2,69.0355,69.3525,69.6695,0.634,987.0,327.8
53,1,4,69.87175,69.93588,70.0,0.12825,309.0,883.1
53,1,4,70.0,70.32563,70.65125,0.65125,309.0,883.1
53,1,5,70.69075,70.8745,71.05825,0.3675,922.3,798.7
53,1,2,71.119,71.546,71.973,0.854,1002.1,247.95
53,1,5,72.01525,72.2765,72.53775,0.5225,868.4,849.2
53,1,4,72.58775,72.7,72.81225,0.2245,384.9,864.9
53,1,4,72.82575,73.0385,73.25125,0.4255,302.7,873.0
53,1,5,73.2935,73.64675,74.0,0.7065,904.2,825.3
53,1,5,74.0,74.77625,75.5525,1.5525,904.2,825.3
53,1,2,75.61525,75.80763,76.0,0.38475,916.35,281.0
53,1,2,76.0,76.21337,76.42675,0.42675,916.35,281.0
53,1,5,76.46525,76.5795,76.69375,0.2285,898.0,831.8
53,1,4,77.62825,77.81412,78.0,0.37175,301.3,862.8
53,1,4,78.0,78.47637,78.95275,0.95275,301.3,862.8
53,1,5,78.99125,79.087,79.18275,0.1915,829.0,816.8
53,1,5,79.19725,79.457,79.71675,0.5195,888.0,765.45
53,1,4,79.75875,79.7815,79.80425,0.0455,335.5,866.4
53,1,4,79.81725,79.90863,80.0,0.18275,350.45,931.0
53,1,4,80.0,80.06737,80.13475,0.13475,350.45,931.0
53,1,1,81.571,81.7275,81.884,0.313,366.5,173.65
53,1,2,81.9215,81.96075,82.0,0.0785,987.65,282.0
53,1,2,82.0,82.66175,83.3235,1.3235,987.65,282.0
53,1,5,83.35925,83.67963,84.0,0.64075,889.0,810.4
53,1,5,84.0,84.19688,84.39375,0.39375,889.0,810.4
53,1,4,84.43325,84.564,84.69475,0.2615,382.05,891.7
53,1,1,84.74775,84.849,84.95025,0.2025,382.5,211.35
53,1,2,84.987,85.1455,85.304,0.317,955.5,241.4
53,1,2,85.31875,85.65937,86.0,0.68125,1016.65,301.0
53,1,2,86.0,86.02463,86.04925,0.04925,1016.65,301.0
53,1,5,86.086,86.619,87.152,1.066,875.8,792.9
53,1,2,87.20375,87.60188,88.0,0.79625,1044.8,280.8
53,1,2,88.0,88.03912,88.07825,0.07825,1044.8,280.8
53,1,3,88.11925,88.37,88.62075,0.5015,1542.35,157.4
53,1,2,88.658,88.891,89.124,0.466,990.1,294.3
53,2,2,3.32675,3.497,3.66725,0.3405,1164.1,298.1
53,2,3,3.69675,3.753,3.80925,0.1125,1432.2,241.2
53,2,2,3.84,3.92,4.0,0.16,1011.3,235.0
53,2,2,4.0,4.069,4.138,0.138,1011.3,235.0
53,2,1,4.17725,4.333,4.48875,0.3115,441.3,352.7
53,2,5,4.5255,4.7085,4.8915,0.366,943.9,830.3
53,2,6,4.92775,5.0225,5.11725,0.1895,1435.2,824.9
53,2,6,7.3465,7.497,7.6475,0.301,1555.2,800.8
53,2,2,7.70725,7.85363,8.0,0.29275,1011.7,343.0
53,2,2,8.0,8.47138,8.94275,0.94275,1011.7,343.0
53,2,4,8.98575,9.1815,9.37725,0.3915,420.4,760.4
53,2,5,9.41325,9.561,9.70875,0.2955,961.95,807.7
53,2,3,9.7605,9.88025,10.0,0.2395,1427.0,328.0
53,2,3,10.0,10.02775,10.0555,0.0555,1427.0,328.0
53,2,3,10.0785,10.1715,10.2645,0.186,1602.5,227.0
53,2,5,10.303,10.8805,11.458,1.155,938.85,774.55
53,2,6,11.49875,11.577,11.65525,0.1565,1545.4,820.0
53,2,2,11.70625,11.85313,12.0,0.29375,919.0,371.8
53,2,2,12.0,12.77587,13.55175,1.55175,919.0,371.8
53,2,1,13.5885,13.7535,13.9185,0.33,447.2,312.85
53,2,2,13.9545,13.97725,14.0,0.0455,873.3,330.3
53,2,2,14.0,14.14225,14.2845,0.2845,873.3,330.3
53,2,2,14.3015,14.521,14.7405,0.439,977.3,285.1
53,2,5,14.7725,14.97,15.1675,0.395,1009.95,803.4
53,2,4,15.211,15.314,15.417,0.206,344.85,790.4
53,2,5,15.45425,15.64,15.82575,0.3715,981.7,806.9
53,2,3,16.37875,16.555,16.73125,0.3525,1528.9,260.2
53,2,2,16.7685,17.036,17.3035,0.535,973.0,247.7
53,2,4,17.34775,17.4855,17.62325,0.2755,393.2,773.5
53,2,2,17.6785,17.82,17.9615,0.283,999.6,276.65
53,2,2,17.9765,17.98825,18.0,0.0235,1057.9,236.85
53,2,2,18.0,18.20675,18.4135,0.4135,1057.9,236.85
53,2,6,18.4555,18.5365,18.6175,0.162,1486.6,837.05
53,2,6,18.63225,18.6875,18.74275,0.1105,1581.0,875.0
53,2,4,18.804,19.3175,19.831,1.027,381.55,713.95
53,2,1,19.869,19.9345,20.0,0.131,381.8,374.3
53,2,1,20.0,20.0875,20.175,0.175,381.8,374.3
53,2,6,20.59075,21.29537,22.0,1.40925,1626.35,827.0
53,2,6,22.0,22.09262,22.18525,0.18525,1626.35,827.0
53,2,2,22.2515,22.336,22.4205,0.169,910.4,239.75
53,2,2,22.4335,22.5145,22.5955,0.162,975.1,261.8
53,2,6,22.642,22.8375,23.033,0.391,1640.75,843.25
53,2,4,23.383,23.659,23.935,0.552,419.15,781.2
53,2,1,23.97725,23.98862,24.0,0.02275,356.5,338.5
53,2,1,24.0,24.16188,24.32375,0.32375,356.5,338.5
53,2,2,24.36125,24.6295,24.89775,0.5365,922.6,329.05
53,2,6,25.8555,25.92775,26.0,0.1445,1604.6,784.65
53,2,6,26.0,26.05975,26.1195,0.1195,1604.6,784.65
53,2,2,26.17725,26.4775,26.77775,0.6005,1092.5,382.15
53,2,2,26.794,27.242,27.69,0.896,1058.6,274.45
53,2,4,27.746,27.817,27.888,0.142,315.45,907.0
53,2,4,27.90375,27.95188,28.0,0.09625,380.75,853.5
53,2,4,28.0,28.05763,28.11525,0.11525,380.75,853.5
53,2,2,28.35775,29.17887,30.0,1.64225,1024.9,262.1
53,2,2,30.0,30.38562,30.77125,0.77125,1024.9,262.1
53,2,1,30.81375,31.3045,31.79525,0.9815,401.0,343.5
53,2,6,31.849,31.9245,32.0,0.151,1395.4,867.95
53,2,6,32.0,32.0705,32.141,0.141,1395.4,867.95
53,2,5,32.17125,32.349,32.52675,0.3555,1028.1,783.55
53,2,3,32.59075,32.7615,32.93225,0.3415,1592.1,379.5
53,2,3,32.954,33.0385,33.123,0.169,1576.0,250.2
53,2,5,33.1685,33.58425,34.0,0.8315,999.15,761.0
53,2,5,34.0,35.0,36.0,2.0,999.15,761.0
53,2,5,36.0,36.02125,36.0425,0.0425,999.15,761.0
53,2,4,36.087,36.385,36.683,0.596,357.9,782.3
53,2,1,36.90175,37.2415,37.58125,0.6795,394.2,307.7
53,2,6,37.64625,37.82313,38.0,0.35375,1614.9,886.15
53,2,6,38.0,38.03737,38.07475,0.07475,1614.9,886.15
53,2,2,38.12975,38.7355,39.34125,1.2115,1006.4,395.55
53,2,5,39.37625,39.5275,39.67875,0.3025,940.0,806.05
53,2,2,39.73025,39.86512,40.0,0.26975,961.8,343.7
53,2,2,40.0,40.43887,40.87775,0.87775,961.8,343.7
53,2,4,40.92475,41.0995,41.27425,0.3495,372.5,760.0
53,2,2,41.33525,41.66763,42.0,0.66475,971.5,381.4
53,2,2,42.0,42.32937,42.65875,0.65875,971.5,381.4
53,2,1,42.69925,42.8335,42.96775,0.2685,474.85,295.5
53,2,1,44.0155,44.316,44.6165,0.601,396.55,349.0
53,2,4,44.643,44.8395,45.036,0.393,359.2,783.8
53,2,6,45.0955,45.3655,45.6355,0.54,1530.45,874.8
53,2,6,45.652,45.807,45.962,0.31,1626.2,845.6
53,2,2,46.03025,46.225,46.41975,0.3895,994.0,289.0
53,2,2,46.43425,47.185,47.93575,1.5015,1079.75,261.25
53,2,4,47.9875,47.99375,48.0,0.0125,338.45,853.5
53,2,4,48.0,48.14025,48.2805,0.2805,338.45,853.5
53,2,6,48.3395,48.511,48.6825,0.343,1412.3,797.1
53,2,6,48.70625,48.797,48.88775,0.1815,1639.9,845.1
53,2,2,48.95025,49.3715,49.79275,0.8425,862.8,343.45
53,2,5,49.8245,49.91225,50.0,0.1755,939.25,876.5
53,2,5,50.0,50.09725,50.1945,0.1945,939.25,876.5
53,2,3,50.259,50.4195,50.58,0.321,1396.9,365.1
53,2,5,51.0185,51.1175,51.2165,0.198,836.1,712.05
53,2,5,51.2325,51.61625,52.0,0.7675,943.9,661.3
53,2,5,52.0,52.23675,52.4735,0.4735,943.9,661.3
53,2,2,54.137,54.658,55.179,1.042,1024.65,329.25
53,2,6,55.223,55.38,55.537,0.314,1587.7,782.1
53,2,2,55.58975,55.7335,55.87725,0.2875,1103.25,375.1
53,2,4,55.9235,55.96175,56.0,0.0765,350.55,803.1
53,2,4,56.0,56.31125,56.6225,0.6225,350.55,803.1
53,2,1,56.6775,56.8945,57.1115,0.434,515.2,328.9
53,2,2,57.1505,57.3125,57.4745,0.324,997.8,239.0
53,2,5,57.51125,57.586,57.66075,0.1495,905.05,801.5
53,2,5,57.67675,57.83837,58.0,0.32325,986.25,733.0
53,2,5,58.0,59.0,60.0,2.0,986.25,733.0
53,2,5,60.0,60.42462,60.84925,0.84925,986.25,733.0
53,2,2,60.9095,61.258,61.6065,0.697,981.6,342.1
53,2,1,61.65125,61.82563,62.0,0.34875,432.0,288.9
53,2,1,62.0,62.24788,62.49575,0.49575,432.0,288.9
53,2,4,62.53175,62.6595,62.78725,0.2555,347.45,815.1
53,2,5,62.82975,63.2005,63.57125,0.7415,1040.9,728.5
53,2,2,63.61775,63.80888,64.0,0.38225,1035.8,318.7
53,2,2,64.0,64.11163,64.22325,0.22325,1035.8,318.7
53,2,4,64.276,64.3855,64.495,0.219,406.8,808.85
53,2,1,64.544,64.717,64.89,0.346,392.15,337.9
53,2,5,64.93075,65.2195,65.50825,0.5775,975.15,781.3
53,2,4,65.5545,65.6365,65.7185,0.164,376.4,774.3
53,2,5,65.7575,65.87875,66.0,0.2425,1024.05,797.6
53,2,5,66.0,66.17275,66.3455,0.3455,1024.05,797.6
53,2,2,66.573,67.199,67.825,1.252,981.15,290.5
53,2,4,67.872,67.936,68.0,0.128,402.8,768.1
53,2,4,68.0,68.0925,68.185,0.185,402.8,768.1
53,2,4,68.1985,68.669,69.1395,0.941,302.5,771.3
53,2,5,69.179,69.359,69.539,0.36,996.4,843.8
53,2,6,69.58025,69.654,69.72775,0.1475,1624.8,809.85
53,2,2,69.79725,69.89863,70.0,0.20275,1029.1,312.1
53,2,2,70.0,70.03338,70.06675,0.06675,1029.1,312.1
53,2,1,70.1105,70.2415,70.3725,0.262,412.13125,288.425
53,2,1,70.3835,70.633,70.8825,0.499,363.8,290.6
53,2,2,71.1235,71.2005,71.2775,0.154,830.35,260.4
53,2,2,71.295,71.6425,71.99,0.695,959.2,250.3
53,2,3,72.03025,72.3305,72.63075,0.6005,1519.2,242.4
53,2,6,72.67,72.8245,72.979,0.309,1595.7,874.2
53,2,6,72.9945,73.49725,74.0,1.0055,1673.15,810.35
53,2,6,74.0,74.02875,74.0575,0.0575,1673.15,810.35
53,2,5,74.09875,74.9105,75.72225,1.6235,1006.3,841.5
53,2,2,75.78025,75.89012,76.0,0.21975,963.6,315.8
53,2,2,76.0,76.48488,76.96975,0.96975,963.6,315.8
53,2,2,76.98775,77.331,77.67425,0.6865,1087.1,274.35
53,2,6,77.7175,77.85875,78.0,0.2825,1600.5,881.5
53,2,6,78.0,78.02375,78.0475,0.0475,1600.5,881.5
53,2,3,78.10375,78.237,78.37025,0.2665,1552.8,207.7
53,2,4,78.85,79.043,79.236,0.386,337.1,847.6
53,2,1,79.2855,79.559,79.8325,0.547,379.4,311.5
53,2,2,79.868,79.934,80.0,0.132,977.8,321.8
53,2,2,80.0,80.2115,80.423,0.423,977.8,321.8
53,2,2,80.44375,80.6795,80.91525,0.4715,1077.4,228.2
53,2,6,80.96025,81.1395,81.31875,0.3585,1564.3,864.5
53,2,4,81.38275,81.538,81.69325,0.3105,407.1,819.6
53,2,5,83.174,83.263,83.352,0.178,969.5,827.7
53,2,5,86.30125,86.5095,86.71775,0.4165,1012.5,905.05
53,3,2,0.24575,0.4365,0.62725,0.3815,920.45,232.5
53,3,5,0.665,0.8425,1.02,0.355,948.85,867.4
53,3,4,1.064,1.137,1.21,0.146,284.0,861.65
53,3,4,1.22075,1.2895,1.35825,0.1375,321.7,870.8
53,3,1,1.413,1.548,1.683,0.27,339.6,180.95
53,3,5,1.725,1.8315,1.938,0.213,867.3,821.4
53,3,5,1.9525,1.97625,2.0,0.0475,941.3,870.25
53,3,5,2.0,2.11375,2.2275,0.2275,941.3,870.25
53,3,1,2.27975,2.431,2.58225,0.3025,377.2,165.6
53,3,3,2.795,2.9735,3.152,0.357,1591.15,211.9
53,3,5,3.662,3.831,4.0,0.338,967.3,909.85
53,3,5,4.0,4.1765,4.353,0.353,967.3,909.85
53,3,6,4.392,4.647,4.902,0.51,1566.9,903.8
53,3,2,4.958,5.0385,5.119,0.161,1010.8,371.7
53,3,2,5.13925,5.376,5.61275,0.4735,931.6,239.5
53,3,1,5.6535,5.7375,5.8215,0.168,368.3,279.0
53,3,4,5.855,5.9275,6.0,0.145,332.6,898.9
53,3,4,6.0,6.266,6.532,0.532,332.6,898.9
53,3,5,6.572,6.7205,6.869,0.297,1007.7,857.2
53,3,6,6.90975,7.072,7.23425,0.3245,1618.4,912.65
53,3,5,7.2765,7.392,7.5075,0.231,962.0,824.8
53,3,4,7.5475,7.6955,7.8435,0.296,345.55,933.0
53,3,4,7.8575,7.9185,7.9795,0.122,332.0,868.8
53,3,5,8.01825,8.117,8.21575,0.1975,944.6,800.2
53,3,5,8.229,8.312,8.395,0.166,962.5,871.8
53,3,2,8.44,9.22,10.0,1.56,922.6,337.6
53,3,2,10.0,10.6485,11.297,1.297,922.6,337.6
53,3,5,11.33,11.665,12.0,0.67,956.7,845.5
53,3,5,12.0,12.057,12.114,0.114,956.7,845.5
53,3,3,12.1725,12.207,12.2415,0.069,1459.65,365.1
53,3,3,12.26325,12.652,13.04075,0.7775,1607.8,198.8
53,3,6,13.086,13.274,13.462,0.376,1549.3,923.6
53,3,4,13.5695,13.78475,14.0,0.4305,345.95,907.2
53,3,4,14.0,14.13525,14.2705,0.2705,345.95,907.2
53,3,1,14.319,14.6925,15.066,0.747,352.5,371.15
53,3,2,15.1075,15.2435,15.3795,0.272,993.8,320.05
53,3,5,15.6065,15.7045,15.8025,0.196,931.6,856.6
53,3,5,17.02475,17.112,17.19925,0.1745,888.4,845.0
53,3,4,17.238,17.3025,17.367,0.129,442.45,910.65
53,3,6,17.42,17.5265,17.633,0.213,1465.4,845.9
53,3,3,17.6755,17.74,17.8045,0.129,1530.1,381.2
53,3,3,17.82575,17.91287,18.0,0.17425,1583.9,198.7
53,3,3,18.0,18.09913,18.19825,0.19825,1583.9,198.7
53,3,3,18.225,18.307,18.389,0.164,1455.1,162.1
53,3,2,18.42775,18.9035,19.37925,0.9515,896.2,166.25
53,3,1,19.4225,19.547,19.6715,0.249,380.8,165.2
53,3,1,19.68475,19.833,19.98125,0.2965,322.4,190.0
53,3,5,20.028,20.114,20.2,0.172,771.4,848.45
53,3,5,20.21875,20.617,21.01525,0.7965,944.6,905.2
53,3,6,21.05725,21.322,21.58675,0.5295,1567.9,851.5
53,3,5,21.62575,21.81287,22.0,0.37425,955.3,885.8
53,3,5,22.0,22.50212,23.00425,1.00425,955.3,885.8
53,3,3,23.065,23.2025,23.34,0.275,1452.9,266.8
53,3,2,23.3775,23.4665,23.5555,0.178,1117.1,235.3
53,3,5,23.579,23.7895,24.0,0.421,930.57625,746.27125
53,3,5,24.0,24.0035,24.007,0.007,930.57625,746.27125
53,3,5,24.01925,24.4355,24.85175,0.8325,988.7,952.4
53,3,2,26.31975,26.739,27.15825,0.8385,897.6,234.1
53,3,1,27.19525,27.32,27.44475,0.2495,442.95,212.8
53,3,5,27.4875,27.739,27.9905,0.503,904.75,917.15
53,3,4,28.028,28.1355,28.243,0.215,415.95,944.5
53,3,5,28.277,28.5315,28.786,0.509,947.3,914.35
53,3,2,29.6185,29.7445,29.8705,0.252,904.3,206.9
53,3,3,29.91525,29.95763,30.0,0.08475,1527.7,246.5
53,3,3,30.0,30.03138,30.06275,0.06275,1527.7,246.5
53,3,2,30.1025,30.865,31.6275,1.525,901.7,348.1
53,3,4,31.6715,31.8235,31.9755,0.304,373.2,905.05
53,3,5,32.5345,32.6375,32.7405,0.206,927.5,918.7
53,3,5,32.762,32.8175,32.873,0.111,1025.6,766.9
53,3,3,32.926,33.042,33.158,0.232,1460.7,321.2
53,3,3,33.1795,33.273,33.3665,0.187,1579.5,223.6
53,3,2,33.41,33.4975,33.585,0.175,903.8,236.3
53,3,2,33.5955,33.7085,33.8215,0.226,938.6,224.1
53,3,5,33.85925,33.92963,34.0,0.14075,935.1,817.1
53,3,5,34.0,34.14288,34.28575,0.28575,935.1,817.1
53,3,4,36.75925,36.8955,37.03175,0.2725,386.2,920.3
53,3,5,37.829,37.9145,38.0,0.171,898.8,814.4
53,3,5,38.0,38.0005,38.001,0.001,898.8,814.4
53,3,5,38.02225,38.6605,39.29875,1.2765,943.35,676.15
53,3,3,40.56225,40.7555,40.94875,0.3865,1521.9,202.9
53,3,5,41.0115,41.086,41.1605,0.149,858.45,916.95
53,3,5,41.1795,41.3475,41.5155,0.336,923.8,829.9
53,3,2,41.56625,41.78312,42.0,0.43375,947.9,412.05
53,3,2,42.0,42.17288,42.34575,0.34575,947.9,412.05
53,3,5,42.374,42.9695,43.565,1.191,927.6,885.9
53,3,6,43.60575,43.80288,44.0,0.39425,1561.9,884.9
53,3,6,44.0,44.30112,44.60225,0.60225,1561.9,884.9
53,3,5,44.65125,44.767,44.88275,0.2315,903.95,854.1
53,3,4,44.921,45.068,45.215,0.294,353.1,893.35
53,3,1,45.26875,45.4045,45.54025,0.2715,342.1,217.4
53,3,2,45.5785,45.78925,46.0,0.4215,918.16046,234.88473
53,3,2,46.0,46.23625,46.4725,0.4725,918.16046,234.88473
53,3,5,46.5165,46.602,46.6875,0.171,972.0,1040.2
53,3,5,46.70475,46.8725,47.04025,0.3355,1004.95,931.45
53,3,5,47.05725,47.52863,48.0,0.94275,942.9,848.4
53,3,5,48.0,48.33638,48.67275,0.67275,942.9,848.4
53,3,4,48.71425,48.913,49.11175,0.3975,359.8,922.45
53,3,4,49.12625,49.56312,50.0,0.87375,309.8,976.2
53,3,4,50.0,50.10438,50.20875,0.20875,309.8,976.2
53,3,5,50.2475,51.12375,52.0,1.7525,975.45,902.2
53,3,5,52.0,52.31125,52.6225,0.6225,975.45,902.2
53,3,4,52.663,52.8385,53.014,0.351,385.6,963.9
53,3,5,53.0505,53.4285,53.8065,0.756,1011.1,930.75
53,3,5,53.82175,53.91088,54.0,0.17825,937.9,872.55
53,3,5,54.0,54.07412,54.14825,0.14825,937.9,872.55
53,3,2,54.222,54.4695,54.717,0.495,929.8,195.3
53,3,3,54.7565,54.889,55.0215,0.265,1548.9,225.1
53,3,3,55.034,55.2135,55.393,0.359,1585.0,185.9
53,3,2,55.43875,55.71937,56.0,0.56125,893.1,165.3
53,3,2,56.0,56.01913,56.03825,0.03825,893.1,165.3
53,3,5,56.08125,56.1515,56.22175,0.1405,832.8,873.8
53,3,2,56.28775,56.5335,56.77925,0.4915,914.2,173.0
53,3,5,56.82075,56.9255,57.03025,0.2095,944.6,884.3
53,3,4,58.119,59.0595,60.0,1.881,313.0,937.5
53,3,4,60.0,60.028,60.056,0.056,313.0,937.5
53,3,5,60.0925,60.5815,61.0705,0.978,911.1,910.3
53,3,5,61.08425,61.54212,62.0,0.91575,938.65,847.2
53,3,5,62.0,62.75888,63.51775,1.51775,938.65,847.2
53,3,3,64.90975,64.9605,65.01125,0.1015,1404.2,408.6
53,3,3,65.0495,65.228,65.4065,0.357,1609.5,182.1
53,3,5,65.4655,65.551,65.6365,0.171,876.5,852.1
53,3,5,65.6485,65.82425,66.0,0.3515,924.8,851.4
53,3,5,66.0,66.05025,66.1005,0.1005,924.8,851.4
53,3,1,87.65,87.6715,87.693,0.043,365.75,284.9
53,3,1,87.709,87.8545,88.0,0.291,307.35,204.5
53,3,1,88.0,88.0475,88.095,0.095,307.35,204.5
53,3,4,88.2005,88.316,88.4315,0.231,445.15,919.55
53,3,5,88.4685,88.66,88.8515,0.383,947.90123,912.72202
53,3,5,88.8635,88.9315,88.9995,0.136,929.3,861.4
53,3,2,89.21925,89.3955,89.57175,0.3525,962.5,203.3
53,3,3,89.61275,89.7785,89.94425,0.3315,1607.7,219.7
53,4,2,0.2265,0.307,0.3875,0.161,915.65,318.6
53,4,2,0.4025,0.7315,1.0605,0.658,923.7,227.4
53,4,1,1.09925,1.1775,1.25575,0.1565,364.15,284.0
53,4,1,1.2665,1.365,1.4635,0.197,338.4,242.95
53,4,4,1.4985,1.589,1.6795,0.181,345.1,858.45
53,4,5,1.8725,1.93625,2.0,0.1275,993.8,864.0
53,4,5,2.0,2.03075,2.0615,0.0615,993.8,864.0
53,4,6,2.34125,2.471,2.60075,0.2595,1618.55,798.3
53,4,3,2.65375,2.9045,3.15525,0.5015,1621.85,178.8
53,4,3,3.16925,3.58462,4.0,0.83075,1685.5,227.75
53,4,3,4.0,4.03587,4.07175,0.07175,1685.5,227.75
53,4,1,4.3165,4.4335,4.5505,0.234,398.35,255.0
53,4,2,4.58575,4.758,4.93025,0.3445,927.25,279.5
53,4,4,4.97575,5.134,5.29225,0.3165,406.75,792.9
53,4,4,5.30475,5.465,5.62525,0.3205,345.0,780.4
53,4,4,5.81725,5.90862,6.0,0.18275,338.1,771.8
53,4,4,6.0,6.04087,6.08175,0.08175,338.1,771.8
53,4,4,6.09225,6.3965,6.70075,0.6085,370.9,755.35
53,4,6,6.7565,6.8425,6.9285,0.172,1526.8,834.6
53,4,6,6.942,7.0515,7.161,0.219,1594.3,861.5
53,4,6,7.1765,7.249,7.3215,0.145,1694.85,834.15
53,4,2,7.38725,7.467,7.54675,0.1595,1008.4,330.0
53,4,2,7.56125,7.7465,7.93175,0.3705,939.4,271.7
53,4,1,7.97075,7.98537,8.0,0.02925,376.1,221.4
53,4,1,8.0,8.13663,8.27325,0.27325,376.1,221.4
53,4,1,8.285,8.36,8.435,0.15,328.3,194.2
53,4,3,8.49775,8.79,9.08225,0.5845,1647.3,218.9
53,4,5,9.12825,9.21,9.29175,0.1635,929.75,905.9
53,4,5,9.3025,9.3785,9.4545,0.152,942.55,862.15
53,4,4,9.494,9.5885,9.683,0.189,312.7,783.05
53,4,4,9.69525,9.84763,10.0,0.30475,366.3,769.3
53,4,4,10.0,10.30738,10.61475,0.61475,366.3,769.3
53,4,2,10.682,10.7765,10.871,0.189,950.0,308.45
53,4,2,10.8825,11.124,11.3655,0.483,900.4,316.6
53,4,3,11.40925,11.553,11.69675,0.2875,1601.8,198.6
53,4,5,11.74275,11.87138,12.0,0.25725,940.75,886.55
53,4,5,12.0,12.08212,12.16425,0.16425,940.75,886.55
53,4,1,12.22125,12.2975,12.37375,0.1525,363.3,390.85
53,4,1,12.38925,12.6765,12.96375,0.5745,310.5,314.3
53,4,2,13.00275,13.33,13.65725,0.6545,957.0,296.55
53,4,4,13.705,13.774,13.843,0.138,241.4,810.6
53,4,1,13.89025,13.94513,14.0,0.10975,350.0,379.35
53,4,1,14.0,14.01088,14.02175,0.02175,350.0,379.35
53,4,1,14.0345,14.303,14.5715,0.537,324.7,321.35
53,4,4,14.60575,14.7355,14.86525,0.2595,365.2,780.7
53,4,4,14.88,15.1335,15.387,0.507,306.35,851.55
53,4,6,15.44625,15.525,15.60375,0.1575,1503.8,858.55
53,4,6,15.61875,15.7735,15.92825,0.3095,1607.4,889.9
53,4,4,16.008,16.134,16.26,0.252,318.5,787.0
53,4,4,16.2725,16.4545,16.6365,0.364,358.75,754.9
53,4,2,16.702,16.82,16.938,0.236,882.4,286.8
53,4,2,16.9535,17.0195,17.0855,0.132,951.8,230.8
53,4,3,17.1275,17.345,17.5625,0.435,1636.2,204.5
53,4,5,17.61175,17.6895,17.76725,0.1555,870.55,829.5
53,4,5,17.78175,17.8835,17.98525,0.2035,934.4,889.75
53,4,4,18.025,18.122,18.219,0.194,423.8,820.1
53,4,4,18.23475,18.359,18.48325,0.2485,323.5,798.4
53,4,4,18.49675,18.747,18.99725,0.5005,358.1,747.7
53,4,1,19.03825,19.51913,20.0,0.96175,323.1,315.6
53,4,1,20.0,20.04438,20.08875,0.08875,323.1,315.6
53,4,2,20.1235,20.189,20.2545,0.131,814.9,280.0
53,4,1,20.2905,20.5265,20.7625,0.472,312.65,327.1
53,4,4,20.79175,21.169,21.54625,0.7545,364.0,817.45
53,4,4,22.73775,23.188,23.63825,0.9005,382.05,763.2
53,4,6,23.69575,23.79,23.88425,0.1885,1546.9,783.95
53,4,6,23.898,23.949,24.0,0.102,1597.2,854.5
53,4,6,24.0,24.0485,24.097,0.097,1597.2,854.5
53,4,4,24.152,24.222,24.292,0.14,432.9,889.3
53,4,4,24.309,24.51,24.711,0.402,364.0,788.45
53,4,4,24.7225,24.8635,25.0045,0.282,343.7,752.3
53,4,2,25.0575,25.3185,25.5795,0.522,971.0,339.6
53,4,3,25.621,25.7595,25.898,0.277,1618.45,273.05
53,4,4,25.9595,25.97975,26.0,0.0405,350.75,735.9
53,4,4,26.0,26.24675,26.4935,0.4935,350.75,735.9
53,4,1,26.536,26.6405,26.745,0.209,338.1,366.25
53,4,2,26.7815,26.8785,26.9755,0.194,877.4,400.4
53,4,1,27.01425,27.50713,28.0,0.98575,331.1,346.3
53,4,1,28.0,28.02338,28.04675,0.04675,331.1,346.3
53,4,4,28.079,28.4775,28.876,0.797,361.7,833.35
53,4,4,28.88675,29.3095,29.73225,0.8455,363.8,782.25
53,4,1,29.933,29.9665,30.0,0.067,344.5,278.95
53,4,1,30.0,30.341,30.682,0.682,344.5,278.95
53,4,4,30.71775,30.8445,30.97125,0.2535,380.3,845.1
53,4,4,30.982,31.11,31.238,0.256,338.9,827.2
53,4,1,31.28375,31.64187,32.0,0.71625,329.2,319.4
53,4,1,32.0,32.24462,32.48925,0.48925,329.2,319.4
53,4,2,32.531,32.734,32.937,0.406,928.3,284.0
53,4,4,32.98225,33.101,33.21975,0.2375,313.65,818.2
53,4,4,33.235,33.5365,33.838,0.603,376.9,755.4
53,4,1,33.8795,33.93975,34.0,0.1205,355.8,336.4
53,4,1,34.0,34.15575,34.3115,0.3115,355.8,336.4
53,4,4,34.3435,34.489,34.6345,0.291,348.9,798.7
53,4,1,34.68225,34.829,34.97575,0.2935,371.8,276.35
53,4,4,35.16175,35.3465,35.53125,0.3695,353.4,803.2
53,4,1,35.57475,35.7345,35.89425,0.3195,374.65,299.7
53,4,3,35.9555,35.97775,36.0,0.0445,1563.75,332.7
53,4,3,36.0,36.19725,36.3945,0.3945,1563.75,332.7
53,4,6,36.6225,36.769,36.9155,0.293,1594.1,873.4
53,4,5,36.9555,37.056,37.1565,0.201,961.35,927.1
53,4,4,37.198,37.3245,37.451,0.253,317.0,773.15
53,4,4,37.463,37.7145,37.966,0.503,376.1,780.5
53,4,1,38.01675,38.213,38.40925,0.3925,285.9,287.6
53,4,2,38.45225,38.5335,38.61475,0.1625,1040.9,335.6
53,4,2,38.629,38.796,38.963,0.334,963.2,347.5
53,4,4,39.0405,39.363,39.6855,0.645,350.3,856.75
